Município;Cargo;Número;Nome do Candidato;Nome para Urna;Votos Computados;% Votos Computados;Destinação de Votos;Situação da Totalização;Partido;Partido/Coligação
"PALMÁCIA";"Vereador            ";"45333";"ANTONIO CRISTIANO BARBOSA DA SILVA";"CRISTIANO BARBOSA";76;1,01;"Válido";"Suplente";"PSDB";"PSDB"
"PALMÁCIA";"Vereador            ";"45111";"FELISMINA CAMPELO MACAMBIRA";"FELISMINA";75;1,00;"Válido";"Suplente";"PSDB";"PSDB"
"PALMÁCIA";"Vereador            ";"11222";"SAMUEL MACEDO BEZERRA";"SAMUEL DA DINAR";67;0,89;"Válido";"Suplente";"PP";"PP"
"PALMÁCIA";"Vereador            ";"11111";"ANTONIO HEWERTON ROCHA RODRIGUES";"VERTIM";64;0,85;"Válido";"Suplente";"PP";"PP"
"PALMÁCIA";"Vereador            ";"11555";"RAPHAEL FERREIRA LOPES";"RAPHAEL LOPES";57;0,76;"Válido";"Suplente";"PP";"PP"
"PALMÁCIA";"Vereador            ";"12456";"ELDER ALVES DE SOUSA";"ELDER REINALDO";56;0,74;"Válido";"Suplente";"PDT";"PDT"
"PALMÁCIA";"Vereador            ";"45123";"MIKAEL MATOS LIMA";"MIKAEL LIMA";53;0,70;"Válido";"Suplente";"PSDB";"PSDB"
"PALMÁCIA";"Vereador            ";"45555";"DANIELE OLIVEIRA BARBOSA CAVALCANTE";"DANIELE MÓVEIS";43;0,57;"Válido";"Suplente";"PSDB";"PSDB"
"PALMÁCIA";"Vereador            ";"15777";"AKEL PEREIRA CAVALCANTE";"AKEL PEREIRA";40;0,53;"Válido";"Suplente";"MDB";"MDB"
"PALMÁCIA";"Vereador            ";"12444";"ANTONIO JOAQUIM DE SOUSA";"TÓ DO GADO DOS RODRIGUES";39;0,52;"Válido";"Suplente";"PDT";"PDT"
"PALMÁCIA";"Vereador            ";"11234";"RAIMUNDO LOURENÇO DE ANDRADE SOUSA";"NETINHO DA DOURA";34;0,45;"Válido";"Suplente";"PP";"PP"
"PALMÁCIA";"Vereador            ";"11123";"JOSIANE SANTOS DA SILVA";"JOSY DO LANCHE";30;0,40;"Válido";"Suplente";"PP";"PP"
"PALMÁCIA";"Vereador            ";"15789";"ANTÔNIA TAMIRES SILVESTRE RICARDO";"TAMIRES SILVESTRE";30;0,40;"Válido";"Suplente";"MDB";"MDB"
"PALMÁCIA";"Vereador            ";"45012";"FRANCISCA ANDREA FERNANDES DA COSTA E SILVA";"PROFESSORA ANDREA FERNANDES";29;0,39;"Válido";"Suplente";"PSDB";"PSDB"
"PALMÁCIA";"Vereador            ";"12333";"JOSE DANILO DE ARAUJO SALES";"PROFESSOR DANILO";21;0,28;"Válido";"Suplente";"PDT";"PDT"
"PALMÁCIA";"Vereador            ";"15555";"DANIEL CÉSAR ROCHA TUPINAMBÁ";"DANIEL DO DR FERNANDES";16;0,21;"Válido";"Suplente";"MDB";"MDB"
"PALMÁCIA";"Vereador            ";"11130";"ANA SUELI BARBOSA DE OLIVEIRA";"SUELI";12;0,16;"Válido";"Suplente";"PP";"PP"
"PALMÁCIA";"Vereador            ";"11333";"GILIARDE NUNES GAMA";"JUCA GAMA";12;0,16;"Válido";"Suplente";"PP";"PP"
"PALMÁCIA";"Vereador            ";"12002";"ARISLEUDA GOMES MUNIZ";"LELÊDA";10;0,13;"Válido";"Suplente";"PDT";"PDT"
"PALMÁCIA";"Vereador            ";"12012";"CARLA PATRICIA BEZERRA DE SOUSA";"PATRICIA BEZERRA";7;0,09;"Válido";"Suplente";"PDT";"PDT"
"PALMÁCIA";"Vereador            ";"12112";"NATAL VIRGINIO DO CARMO";"NATAN DA FARMÁCIA";3;0,04;"Anulado sub judice";"Não eleito";"PDT";"PDT"
"PALMÁCIA";"Vereador            ";"12190";"PAULO SÉRGIO DA SILVA COSTA";"PAULO SERGIO";2;0,03;"Válido";"Suplente";"PDT";"PDT"
"PALMÁCIA";"Vereador            ";"12555";"ANTONIO ARIMATEIA FIRMIANO DE ANDRADE";"ARIMATEIA ANDRADE";1;0,01;"Válido";"Suplente";"PDT";"PDT"
"PALMÁCIA";"Vereador            ";"12001";"FAUSTA LOURENÇO CAVALCANTE";"FAUSTA LOURENÇO";0;0,00;"Válido";"Suplente";"PDT";"PDT"
"PALMÁCIA";"Vereador            ";"45100";"FRANCISCO VALDINAR PEREIRA DE MORAES";"DINAR";0;0,00;"Anulado sub judice";"Não eleito";"PSDB";"PSDB"
"PALMÁCIA";"Vereador            ";"11444";"FRANCISCO SAMUEL DA SILVA MACIEL";"SAMUEL SILVA";0; ;"Nulo técnico";"Não eleito";"PP";"PP"
"PARACURU";"Prefeito            ";"12";"WEMBLEY GOMES COSTA";"BEIM";12.790;56,43;"Válido";"Eleito";"PDT";"REPUBLICANOS / PTC / PDT / MDB / PP"
"PARACURU";"Vice-Prefeito       ";"12";"RACHEL DE SOUSA VIEIRA MARQUES";"RACHEL"; ; ;" ";"Eleito";"PDT";"REPUBLICANOS / PTC / PDT / MDB / PP"
"PARACURU";"Prefeito            ";"90";"EVELINE COSTA DE ARAÚJO";"DRA EVELINE";5.365;23,67;"Válido";"Não eleito";"PROS";"PROS / PC do B"
"PARACURU";"Vice-Prefeito       ";"90";"FRANCINALDO DE SOUSA";"FRANÇA JUNIOR"; ; ;" ";"Não eleito";"PROS";"PROS / PC do B"
"PARACURU";"Prefeito            ";"55";"DOMENICO SASSONE";"DOMENICO DA HOBBY CENTER";3.087;13,62;"Válido";"Não eleito";"PSD";"PSD / PATRIOTA"
"PARACURU";"Vice-Prefeito       ";"55";"LAIO FRANCO VIANA";"LAIO VIANA"; ; ;" ";"Não eleito";"PATRIOTA";"PSD / PATRIOTA"
"PARACURU";"Prefeito            ";"77";"MÁRCIO BATISTA BARBOSA";"MÁRCIO BATISTA";935;4,13;"Válido";"Não eleito";"SOLIDARIEDADE";"SOLIDARIEDADE"
"PARACURU";"Vice-Prefeito       ";"77";"JAQUELINE MARIA DOS SANTOS SILVA";"JAQUELINE SANTOS"; ; ;" ";"Não eleito";"SOLIDARIEDADE";"SOLIDARIEDADE"
"PARACURU";"Prefeito            ";"20";"ANTONIO KLEBER FREIRE BANDEIRA";"KLEBER BANDEIRA";255;1,13;"Válido";"Não eleito";"PSC";"PSC / PODE"
"PARACURU";"Vice-Prefeito       ";"20";"GALBA FREIRE MOITA";"PROF GALBA"; ; ;" ";"Não eleito";"PODE";"PSC / PODE"
"PARACURU";"Prefeito            ";"50";"JOSE BITENCOURT XAVIER MOREIRA";"BITEM";232;1,02;"Válido";"Não eleito";"PSOL";"PSOL"
"PARACURU";"Vice-Prefeito       ";"50";"CHARLES MAGALHAES DO NASCIMENTO";"CHARLES MAGALHAES"; ; ;" ";"Não eleito";"PSOL";"PSOL"
"PARACURU";"Vereador            ";"10123";"FRANCISCO EWERSON ALMEIDA GOMES";"TOTO DO MARCOS DO COCO";1.216;5,11;"Válido";"Eleito por QP";"REPUBLICANOS";"REPUBLICANOS"
"PARACURU";"Vereador            ";"36111";"MAGNO DA SILVA LOTFI";"MAGNO";772;3,24;"Válido";"Eleito por QP";"PTC";"PTC"
"PARACURU";"Vereador            ";"10000";"JOSÉ CARLOS VENÂNCIO JÚNIOR";"CARLOS JÚNIOR";616;2,59;"Válido";"Eleito por média";"REPUBLICANOS";"REPUBLICANOS"
"PARACURU";"Vereador            ";"22000";"CAROLINA BERNARDO TORRES E SILVA";"CAROL BERNARDO";614;2,58;"Válido";"Eleito por QP";"PL";"PL"
"PARACURU";"Vereador            ";"51123";"WASHINGTON LUIZ ALENCAR HOLANDA";"MAGÃO";568;2,39;"Válido";"Eleito por QP";"PATRIOTA";"PATRIOTA"
"PARACURU";"Vereador            ";"51515";"CARLOS ANTONIO RODRIGUES MARTINS";"MARUJINHO";556;2,34;"Válido";"Suplente";"PATRIOTA";"PATRIOTA"
"PARACURU";"Vereador            ";"55123";"MIGUEL DE SOUSA";"JUNIOR DA ELETRO";556;2,34;"Válido";"Eleito por QP";"PSD";"PSD"
"PARACURU";"Vereador            ";"22555";"RAIMUNDO TAUMATURGO FERREIRA GOMES";"TAUMATURGO";551;2,32;"Válido";"Eleito por QP";"PL";"PL"
"PARACURU";"Vereador            ";"22222";"JOSE SALVADOR DE PAIVA FERREIRA";"ZÉ DUCA";513;2,16;"Válido";"Eleito por média";"PL";"PL"
"PARACURU";"Vereador            ";"12111";"MAURO CEZAR QUEIROZ DE FREITAS";"MAURO DO ZÉ GUAJA";510;2,14;"Válido";"Eleito por QP";"PDT";"PDT"
"PARACURU";"Vereador            ";"22777";"MARCO ANTONIO DOS SANTOS";"MARQUIM DO BARROSO";506;2,13;"Válido";"Suplente";"PL";"PL"
"PARACURU";"Vereador            ";"36444";"JOSE DE CASTRO CAVALCANTE FILHO";"ARÉM";499;2,10;"Válido";"Eleito por QP";"PTC";"PTC"
"PARACURU";"Vereador            ";"36222";"MARIA ALESSANDRA MARQUES LEITE MOREIRA";"SANDRA LEITE";460;1,93;"Válido";"Eleito por média";"PTC";"PTC"
"PARACURU";"Vereador            ";"22123";"DALMA MARIA DE ALBUQUERQUE SANDERS RAMOS";"DALMA SANDERS";446;1,87;"Válido";"Suplente";"PL";"PL"
"PARACURU";"Vereador            ";"36888";"LUIZ CARLOS ROCHA SANTOS";"LUIZ CARLOS ROCHA";439;1,84;"Válido";"Suplente";"PTC";"PTC"
"PARACURU";"Vereador            ";"55777";"FRANCISCO ANTONIO TEIXEIRA DE MESQUITA";"BUSHIM";436;1,83;"Válido";"Suplente";"PSD";"PSD"
"PARACURU";"Vereador            ";"22022";"FRANCISCO GENIVAL DA COSTA";"GENIVAL";424;1,78;"Válido";"Suplente";"PL";"PL"
"PARACURU";"Vereador            ";"12666";"ROBERTO PATRÍCIO DE OLIVEIRA";"ROBERTO PATRÍCIO";415;1,74;"Válido";"Suplente";"PDT";"PDT"
"PARACURU";"Vereador            ";"36500";"FRANCISCO JAIR DE ALMEIDA SOARES";"JAIR DA BEIRA RIO";415;1,74;"Válido";"Suplente";"PTC";"PTC"
"PARACURU";"Vereador            ";"22456";"ANGELICA MARIA BASTOS COELHO PESSOA";"ANGÉLICA";410;1,72;"Válido";"Suplente";"PL";"PL"
"PARACURU";"Vereador            ";"90000";"JOSE MARIA DA SILVA RIBEIRO";"ZÉ MARIA DA JODAGRO";385;1,62;"Válido";"Não eleito";"PROS";"PROS"
"PARACURU";"Vereador            ";"22111";"FRANCISCO JOSE SANTIAGO";"SANTIAGO";373;1,57;"Válido";"Suplente";"PL";"PL"
"PARACURU";"Vereador            ";"65222";"MARIA DE FATIMA JUVENCIO MARTINS";"FÁTIMA DO DEMIR";335;1,41;"Válido";"Não eleito";"PC do B";"PC do B"
"PARACURU";"Vereador            ";"36000";"DAVI MENEZES DE CASTRO";"DAVI CASTRO";312;1,31;"Válido";"Suplente";"PTC";"PTC"
"PARACURU";"Vereador            ";"22333";"EDVAN GOMES DE SOUZA";"EDVAN DO MARCO";295;1,24;"Válido";"Suplente";"PL";"PL"
"PARACURU";"Vereador            ";"15000";"RAIMUNDO MARTINS ROCHA";"JACARÉ DO BALNEÁRIO";286;1,20;"Válido";"Eleito por QP";"MDB";"MDB"
"PARACURU";"Vereador            ";"65000";"CLEUDIMAR GONÇALVES BEZEIRRA DE OLIVEIRA";"CLEUDIMAR DAS QUATRO BOCAS";286;1,20;"Válido";"Não eleito";"PC do B";"PC do B"
"PARACURU";"Vereador            ";"22220";"PAULO CEZAR MOREIRA PESSOA";"PAULO PESSOA";284;1,19;"Válido";"Suplente";"PL";"PL"
"PARACURU";"Vereador            ";"15678";"JOSE DA SILVA COSTA";"PROFESSOR FABRICIO";274;1,15;"Válido";"Eleito por média";"MDB";"MDB"
"PARACURU";"Vereador            ";"15111";"JOÃO ROCHA RODRIGUES";"JOÃOZINHO KNOR";263;1,11;"Válido";"Suplente";"MDB";"MDB"
"PARACURU";"Vereador            ";"10678";"CHARLES GOMES DA SILVA";"CHARLES DO RAIO X";252;1,06;"Válido";"Suplente";"REPUBLICANOS";"REPUBLICANOS"
"PARACURU";"Vereador            ";"15500";"ADRIANO JOSE DA SILVA";"ADRIANO DA LIMPEZA";252;1,06;"Válido";"Suplente";"MDB";"MDB"
"PARACURU";"Vereador            ";"36333";"MANACEAS CARNEIRO MOREIRA";"MANACEAS";251;1,05;"Válido";"Suplente";"PTC";"PTC"
"PARACURU";"Vereador            ";"15321";"VALDENICE BARROS GOMES";"KAYTE";220;0,92;"Válido";"Suplente";"MDB";"MDB"
"PARACURU";"Vereador            ";"15011";"MARIA MADALENA DO CARMO SANTOS";"MADALENA DO NOVA ESPERANÇA";211;0,89;"Válido";"Suplente";"MDB";"MDB"
"PARACURU";"Vereador            ";"22666";"SOFIA LUCIVANE DE LIMA VICTOR";"SOFIA DO CARLÃO";208;0,87;"Válido";"Suplente";"PL";"PL"
"PARACURU";"Vereador            ";"55555";"JOÃO DE DEUS E SILVA";"JOÃO DE DEUS";194;0,82;"Válido";"Suplente";"PSD";"PSD"
"PARACURU";"Vereador            ";"51234";"MARIA IVANCI MARTINS BARROS";"IVANCI DO JACAUNA";188;0,79;"Válido";"Suplente";"PATRIOTA";"PATRIOTA"
"PARACURU";"Vereador            ";"36234";"BENEDITA XAVIER DOS SANTOS";"BIDÓDE";184;0,77;"Válido";"Suplente";"PTC";"PTC"
"PARACURU";"Vereador            ";"36999";"DANIEL FELIX DA SILVA";"DANIEL FELIX";183;0,77;"Válido";"Suplente";"PTC";"PTC"
"PARACURU";"Vereador            ";"15555";"MARCILIO ARAÚJO DA SILVA";"MARCÍLIO";177;0,74;"Válido";"Suplente";"MDB";"MDB"
"PARACURU";"Vereador            ";"90333";"ARTONILDO DA SILVA BRAGA";"ARTONILDO DAS FREIXEIRAS";174;0,73;"Válido";"Não eleito";"PROS";"PROS"
"PARACURU";"Vereador            ";"51000";"JONAS MAXIMO CRUZ";"JONAS CRUZ";168;0,71;"Válido";"Suplente";"PATRIOTA";"PATRIOTA"
"PARACURU";"Vereador            ";"15789";"JOSE DE SOUSA LIMA";"REIJANO DO SITIO COQUEIRO";167;0,70;"Válido";"Suplente";"MDB";"MDB"
"PARACURU";"Vereador            ";"36100";"FRANCISCO ANTONIO MAGNO DE MESQUITA";"MARINHO DO ESPORTE";163;0,68;"Válido";"Suplente";"PTC";"PTC"
"PARACURU";"Vereador            ";"36666";"BERNARDINA DOS SANTOS BATISTA";"DINA LOTAÇÃO";163;0,68;"Válido";"Suplente";"PTC";"PTC"
"PARACURU";"Vereador            ";"36147";"IZAURA MARIA MOREIRA DE SOUZA";"IZAURINHA DO HAROLDO";155;0,65;"Válido";"Suplente";"PTC";"PTC"
"PARACURU";"Vereador            ";"36555";"GILVAN LIMA SANTIAGO";"GILVAN DO SURF";152;0,64;"Válido";"Suplente";"PTC";"PTC"
"PARACURU";"Vereador            ";"55444";"VALDIR XAVIER DIAS";"VALDIR DO POÇO DOCE";148;0,62;"Válido";"Suplente";"PSD";"PSD"
"PARACURU";"Vereador            ";"36123";"CICERA ARIZE ROCHA DE SOUSA";"CICERA ARIZE";143;0,60;"Válido";"Suplente";"PTC";"PTC"
"PARACURU";"Vereador            ";"12444";"FRANCISCO RAIMUNDO MONTEIRO DE CARVALHO";"RAIMUNDO CHICO";142;0,60;"Válido";"Suplente";"PDT";"PDT"
"PARACURU";"Vereador            ";"55789";"RONALDO PRUDENCIO DE SOUZA";"RONALDO PRUDENCIO";139;0,58;"Válido";"Suplente";"PSD";"PSD"
"PARACURU";"Vereador            ";"22345";"FRANCISCO MANOEL BATISTA DE CASTRO";"EMANOEL CASTRO";139;0,58;"Válido";"Suplente";"PL";"PL"
"PARACURU";"Vereador            ";"10444";"JOSÉ FABRICIO INOCÊNCIO RODRIGUES";"FABRICIO DAS QUATRO BOCAS";139;0,58;"Válido";"Suplente";"REPUBLICANOS";"REPUBLICANOS"
"PARACURU";"Vereador            ";"12345";"EDGAR ALVES MARINHEIRO NETO";"EDGAR MARINHEIRO";134;0,56;"Válido";"Suplente";"PDT";"PDT"
"PARACURU";"Vereador            ";"15234";"JOSE JARDAS PEREIRA DAMASCENO";"JARDAS DAMASCENO";131;0,55;"Válido";"Suplente";"MDB";"MDB"
"PARACURU";"Vereador            ";"36600";"CRISOSTOMO LUIZ DA COSTA";"NEGO DA RAIMUNDINHA";130;0,55;"Válido";"Suplente";"PTC";"PTC"
"PARACURU";"Vereador            ";"10111";"KELLY CRISTINY DE MESQUITA";"KELLY FARIAS";129;0,54;"Válido";"Suplente";"REPUBLICANOS";"REPUBLICANOS"
"PARACURU";"Vereador            ";"65123";"VALDEMAR AMARO MAGALHÃES";"VÁLTER DA VILA SÃO JOSÉ";118;0,50;"Válido";"Não eleito";"PC do B";"PC do B"
"PARACURU";"Vereador            ";"10777";"FRANCISCO JOSÉ VICENTE BARROSO";"MARCELÃO DA AUTO ELÉTRICA";117;0,49;"Válido";"Suplente";"REPUBLICANOS";"REPUBLICANOS"
"PARACURU";"Vereador            ";"12222";"MARIA IVONEIDE SOMBRA GONÇALVES";"IVONEIDE SOMBRA";111;0,47;"Válido";"Suplente";"PDT";"PDT"
"PARACURU";"Vereador            ";"10147";"DALMIR FERREIRA GOMES";"DALMIR DO GUAJIRU";110;0,46;"Válido";"Suplente";"REPUBLICANOS";"REPUBLICANOS"
"PARACURU";"Vereador            ";"12460";"FRANCIELTON XAVIER SANTISTEBAN";"FRANCIELTON";106;0,45;"Válido";"Suplente";"PDT";"PDT"
"PARACURU";"Vereador            ";"36007";"FRANCISCO INACIO GOMES NETO";"INACINHO";102;0,43;"Válido";"Suplente";"PTC";"PTC"
"PARACURU";"Vereador            ";"51555";"ALEXANDRO LEITE SANTIAGO";"ALEX SANTIAGO";98;0,41;"Válido";"Suplente";"PATRIOTA";"PATRIOTA"
"PARACURU";"Vereador            ";"15333";"FRANCISCO MELQUISEDEQUE DE SOUZA MOREIRA";"MELQUI DO GUAJIRU";96;0,40;"Válido";"Suplente";"MDB";"MDB"
"PARACURU";"Vereador            ";"15444";"FRANCISCO JOSE DO CARMO PAZ";"CHIQUINHO DO POÇO DOCE";87;0,37;"Válido";"Suplente";"MDB";"MDB"
"PARACURU";"Vereador            ";"65555";"LUIZ CARLOS BRAGA BARRETO";"LUIZ CARLOS O AMIGO DO ESPORTE";86;0,36;"Válido";"Não eleito";"PC do B";"PC do B"
"PARACURU";"Vereador            ";"10121";"ELIZEU ACÁCIO NASCIMENTO";"MENSAGEIRO";86;0,36;"Válido";"Suplente";"REPUBLICANOS";"REPUBLICANOS"
"PARACURU";"Vereador            ";"10321";"CASSIANO DOS SANTOS SOUSA";"CASSIANO DO ALAGADIÇO";83;0,35;"Válido";"Suplente";"REPUBLICANOS";"REPUBLICANOS"
"PARACURU";"Vereador            ";"15999";"FRANCISCO ROIGE SANTOS SILVA";"ROIGE DAS QUATRO BOCAS";78;0,33;"Válido";"Suplente";"MDB";"MDB"
"PARACURU";"Vereador            ";"90777";"JUCIVALDO LEITE SILVA";"SARGENTO VALDO LEITE";77;0,32;"Válido";"Não eleito";"PROS";"PROS"
"PARACURU";"Vereador            ";"65234";"PAULO IRINEU DOS SANTOS";"PAULINHO DO JARDIM";77;0,32;"Válido";"Não eleito";"PC do B";"PC do B"
"PARACURU";"Vereador            ";"19500";"IVINA KESIA SOUZA DE PAIVA";"KEZIA PAIVA";73;0,31;"Válido";"Não eleito";"PODE";"PODE"
"PARACURU";"Vereador            ";"15777";"JOSE FRANCISCO PAZ";"PAZ";71;0,30;"Válido";"Suplente";"MDB";"MDB"
"PARACURU";"Vereador            ";"22322";"PAULA JAMILLY DOS SANTOS";"PAULA DO CAPITÃO SINVAL";71;0,30;"Válido";"Suplente";"PL";"PL"
"PARACURU";"Vereador            ";"55000";"FRANCISCO JORGE PEREIRA DA SILVA JUNIOR";"JUNINHO DO POVÃO";71;0,30;"Válido";"Suplente";"PSD";"PSD"
"PARACURU";"Vereador            ";"90005";"MURILO PINHEIRO BARROS";"DR MURILO";70;0,29;"Válido";"Não eleito";"PROS";"PROS"
"PARACURU";"Vereador            ";"10555";"ANTONIO EMILIANO TEIXEIRA DA SILVA";"EMILIANO DA VOLTA";68;0,29;"Válido";"Suplente";"REPUBLICANOS";"REPUBLICANOS"
"PARACURU";"Vereador            ";"90362";"CICERO ROMMEL SALES FRAZAO";"ROMMEL FRAZAO";64;0,27;"Válido";"Não eleito";"PROS";"PROS"
"PARACURU";"Vereador            ";"51111";"JOSE HILTON GOMES DE CASTRO";"WILTON CASTRO";61;0,26;"Válido";"Suplente";"PATRIOTA";"PATRIOTA"
"PARACURU";"Vereador            ";"51777";"FRANCISCO MAURO IVESTE SANCHO DIOGO";"PROFESSOR IRMÃO SANCHO";58;0,24;"Válido";"Suplente";"PATRIOTA";"PATRIOTA"
"PARACURU";"Vereador            ";"10999";"LUIZ WAGNER DA SILVA OLIVEIRA";"WAGNER DO POÇO DOCE";58;0,24;"Válido";"Suplente";"REPUBLICANOS";"REPUBLICANOS"
"PARACURU";"Vereador            ";"10101";"CLEIDIVAN RIBEIRO DA COSTA";"NENEM DO SALÃO";58;0,24;"Válido";"Suplente";"REPUBLICANOS";"REPUBLICANOS"
"PARACURU";"Vereador            ";"90852";"ANA ANGELICA VIANA BEZERRA";"ANGELICA VIANA";49;0,21;"Válido";"Não eleito";"PROS";"PROS"
"PARACURU";"Vereador            ";"10110";"FRANCISCO PAULO DA SILVA FELIX";"PAULO FELIX";48;0,20;"Válido";"Suplente";"REPUBLICANOS";"REPUBLICANOS"
"PARACURU";"Vereador            ";"51333";"JOSE DEUSNEY RODRIGUES DE OLIVEIRA";"DEUSNEY";45;0,19;"Válido";"Suplente";"PATRIOTA";"PATRIOTA"
"PARACURU";"Vereador            ";"11555";"LEONCIO GOMES DA COSTA FILHO";"LEONCIO GOMES";45;0,19;"Válido";"Não eleito";"PP";"PP"
"PARACURU";"Vereador            ";"65024";"LUCINALDO DA SILVA LOBO";"DODÔ DO SÃO PEDRO";45;0,19;"Válido";"Não eleito";"PC do B";"PC do B"
"PARACURU";"Vereador            ";"51666";"FRANCISCO RENATO DA SILVA GOMES";"RENATO DA ÓTICA";45;0,19;"Válido";"Suplente";"PATRIOTA";"PATRIOTA"
"PARACURU";"Vereador            ";"36789";"JOSEFA RODRIGUES BESSA FERREIRA";"KATIA BESSA";42;0,18;"Válido";"Suplente";"PTC";"PTC"
"PARACURU";"Vereador            ";"36777";"MARIA LEILA SANTOS MARTINS CUNHA";"LEILA ENFERMEIRA";41;0,17;"Válido";"Suplente";"PTC";"PTC"
"PARACURU";"Vereador            ";"10222";"AURILENO DA SILVA";"LENO DA VOLTA";41;0,17;"Válido";"Suplente";"REPUBLICANOS";"REPUBLICANOS"
"PARACURU";"Vereador            ";"10100";"CARLOS HENRIQUE MONTEZUMA RIBEIRO PEREIRA";"CAIQUE DA ACADEMIA";39;0,16;"Válido";"Suplente";"REPUBLICANOS";"REPUBLICANOS"
"PARACURU";"Vereador            ";"65777";"ANTONIA LINDALVA BRAGA DA COSTA";"IRMÃ LINDALVA";39;0,16;"Válido";"Não eleito";"PC do B";"PC do B"
"PARACURU";"Vereador            ";"65888";"MARIA MARCILENE DA SILVA DOS SANTOS";"MARCILENE DA CASA DE TELHA";39;0,16;"Válido";"Não eleito";"PC do B";"PC do B"
"PARACURU";"Vereador            ";"90456";"MATHEUS DE SOUSA GOMES";"MATHEUS GOMES";38;0,16;"Válido";"Não eleito";"PROS";"PROS"
"PARACURU";"Vereador            ";"22234";"ANTONIA ANGELITA PEREIRA DA SILVA";"ANGELITA PEREIRA";37;0,16;"Válido";"Suplente";"PL";"PL"
"PARACURU";"Vereador            ";"12333";"FRANCISCO VALCINER FREITAS MOURA";"CANINDÉ";36;0,15;"Válido";"Suplente";"PDT";"PDT"
"PARACURU";"Vereador            ";"10234";"SUZELEIDE GONÇALVES DOS SANTOS";"LEIDE SUZY";34;0,14;"Válido";"Suplente";"REPUBLICANOS";"REPUBLICANOS"
"PARACURU";"Vereador            ";"55222";"FRANCISCO RICARDO DA SILVA";"RICARDO LOPEZ";34;0,14;"Válido";"Suplente";"PSD";"PSD"
"PARACURU";"Vereador            ";"12456";"TARCÍSIO CANDIDO DOS SANTOS";"TARCÍSIO MANGUEIRA";33;0,14;"Válido";"Suplente";"PDT";"PDT"
"PARACURU";"Vereador            ";"15100";"JULIO CESAR MAGALHAES HOLANDA";"PROFESSOR JULIO CESAR";33;0,14;"Válido";"Suplente";"MDB";"MDB"
"PARACURU";"Vereador            ";"55111";"MARIA SILVANETE RODRIGUES SAMPAIO";"SILVA DO PAPINHA";33;0,14;"Válido";"Suplente";"PSD";"PSD"
"PARACURU";"Vereador            ";"18333";"JESUS RAFAEL PEREIRA VIANA";"JESUS RAFAEL";33;0,14;"Válido";"Não eleito";"REDE";"REDE"
"PARACURU";"Vereador            ";"51110";"MARIA LUCIEDA BERNARDINO TEIXEIRA";"IEDA BERNARDINO";32;0,13;"Válido";"Suplente";"PATRIOTA";"PATRIOTA"
"PARACURU";"Vereador            ";"12777";"RAIMUNDO CAITANO DA SILVA";"RAY SILVA CHINA";32;0,13;"Válido";"Suplente";"PDT";"PDT"
"PARACURU";"Vereador            ";"20123";"FRANCISCO ERON SOARES PINTO";"ERON DO CÔCO";32;0,13;"Válido";"Não eleito";"PSC";"PSC"
"PARACURU";"Vereador            ";"15313";"JOSE NUNES DA SILVA";"ZEQUINHA DO GUAJIRU";31;0,13;"Válido";"Suplente";"MDB";"MDB"
"PARACURU";"Vereador            ";"90222";"OLIVEIRA PONTES JUVENCIO";"OLIVEIRA";31;0,13;"Válido";"Não eleito";"PROS";"PROS"
"PARACURU";"Vereador            ";"15015";"ANTONIA DANIELE MARTINS DE SOUSA";"PROFESSORA DANIELE MARTINS";31;0,13;"Válido";"Suplente";"MDB";"MDB"
"PARACURU";"Vereador            ";"55200";"JOANA DARC ALVES BARBOSA";"JOANA DO CUMBE";30;0,13;"Válido";"Suplente";"PSD";"PSD"
"PARACURU";"Vereador            ";"55666";"RICARDO DE AZEVEDO ALVES";"RICARDO AZEVEDO";29;0,12;"Válido";"Suplente";"PSD";"PSD"
"PARACURU";"Vereador            ";"15001";"JOSE RIBAMAR DA SILVA";"RIBAMAR GARI";28;0,12;"Válido";"Suplente";"MDB";"MDB"
"PARACURU";"Vereador            ";"51999";"RICARDINO DO NASCIMENTO";"RICARDINO";27;0,11;"Válido";"Suplente";"PATRIOTA";"PATRIOTA"
"PARACURU";"Vereador            ";"65610";"GILBERTO FERREIRA DE PAIVA";"GIL DO NOVA ESPERANÇA";27;0,11;"Válido";"Não eleito";"PC do B";"PC do B"
"PARACURU";"Vereador            ";"65345";"ANDRÉ GILBERNON DA SILVA";"GILBERNON DO POÇO DOCE";23;0,10;"Válido";"Não eleito";"PC do B";"PC do B"
"PARACURU";"Vereador            ";"50500";"LEVI DE CASTRO LOPES";"LEVI LOPES";23;0,10;"Válido";"Não eleito";"PSOL";"PSOL"
"PARACURU";"Vereador            ";"11124";"MARIA EFIGÊNIA DE SOUSA";"EFIGÊNIA DO CONSELHO";22;0,09;"Válido";"Não eleito";"PP";"PP"
"PARACURU";"Vereador            ";"15148";"JURENILCE MOURA SILVA";"MANINHA DO ZÉ IRAN";20;0,08;"Válido";"Suplente";"MDB";"MDB"
"PARACURU";"Vereador            ";"12000";"REGIS MEDEIROS HERCULANO";"DR REGIS";19;0,08;"Válido";"Suplente";"PDT";"PDT"
"PARACURU";"Vereador            ";"51117";"MARIA HELENA FILOMENO DA SILVA";"HELENA DO CAMPO DE SEMENTE";19;0,08;"Válido";"Suplente";"PATRIOTA";"PATRIOTA"
